career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
240,Emissions Lab Intern,Not Specified,"Basic understanding of automotive technology, Testing methods, Strong computer skills, Basic programming skills, Hand tools usage, Problem-solving abilities, Written and verbal communication skills, Vehicle emissions testing",Not Specified,140100.00,0.05,Not Specified,,
241,Packer Order Filler,Not Specified,"Operating filling and packaging equipment, Basic math skills, Hazardous Material Safety and DOT training, Total Production Management (TPM), Continuous Improvement Systems, Data entry and documentation",High School diploma or equivalent,140100.00,0.05,Not Specified,,
242,Operations Analyst (Entry Level),Not Specified,"Microsoft Excel skills, Tax reporting experience, Data mapping and importing, Print file creation, Transmittal file creation","Skills related to education:, Bachelor's Degree",140100.00,0.05,Not Specified,,
243,"Data Scientist, Engineering",Not Specified,"Data analysis, Statistical methods, Data gathering, Data processing, Database languages (e.g., SQL), Statistical software (e.g., R, Julia, MATLAB, pandas), Machine learning, Mathematical modeling, Forecasting, Optimization methods",Not Specified,140100.00,0.05,Not Specified,,
244,Level 1 Systems Administrator,Not Specified,"Windows Server administration, Network administration, Hardware and software knowledge, Windows Server 2008 R2 and higher, SQL Server 2008 R2 and higher, Active Directory Maintenance, Group Policy management, Hyper-V Management & Replication, VMWare/vSAN Technologies, TCP/IP protocol suite, Industry standard security policies, Vulnerability scanning, Change configuration management, Sophos hardware and software, Backup and recovery processes, PowerShell scripting, Storage technology",Not Specified,140100.00,0.05,Not Specified,,
245,RPA Architect,Not Specified,"RPA concepts, Process assessment, RPA platforms (Blue Prism, Automation Anywhere, UI Path), Technology and architecture concepts, Process documentation and analysis, Business analysis, System requirements specification, Problem-solving, Presentation skills","Education-Related Skills:, Consulting experience",140100.00,0.05,Not Specified,,
246,Statistician I,Not Specified,"Data management, Statistical analysis, Programming languages (e.g., SAS, SPSS, R, MPlus), Database management, Data manipulation, Data documentation, Data analysis, Research proposal development","Skills Related to Education:, Bachelor's degree in a behavioral science-related field",140100.00,0.05,Not Specified,,
247,Game Security Analyst,Not Specified,"C, C++, Cheat Engine, IDA, Databases, Client-server and peer-to-peer gaming architectures, Process automation, Intelligence analysis, Tool and utility creation","Skills Related to Education:, Technical background in C, C++, Cheat Engine, IDA",140100.00,0.05,Not Specified,,
248,Actuarial Analyst- Exam,Not Specified,"Actuarial Science, Mathematics, Statistics, Quantitative Coursework, Actuarial Exams, Spreadsheets, Databases, Excel, Word, Access, PowerPoint, VBA, SAS, R, @Risk",Not Specified,140100.00,0.05,Not Specified,,
249,"Senior Product Manager - Zestimate, Artificial Intelligence",Not Specified,"Product vision and strategy development, Metrics-driven product development, Product specifications and user scenarios creation, Data analysis, Machine learning principles, AWS technologies (Amazon Redshift, Hadoop, Hive, Presto), Spark, Python, Scala, Statistics principles",Not Specified,140100.00,0.05,Not Specified,,
250,Test & Evaluation Lab Technician- Junior Level,Not Specified,"Test planning, Test execution, Test documentation, System design, Component fabrication, Test fixture assembly, Data analysis, Troubleshooting, Calibration",These skills are related to both education and experience.,140100.00,0.05,Not Specified,,
251,Software/Data Architect,Not Specified,"Data design, Database architecture, Metadata creation, Repository creation, Dimensional databases, Data warehousing blueprints, Hardware and software platform evaluation, Data cleaning, Object and data modeling","Skills related to education:, Bachelor's Degree in Computer Science, Engineering, or a related technical discipline",140100.00,0.05,Not Specified,,
252,"Strategic Architect, Professional Services",Not Specified,"Data Integration, BI, Data Warehousing, MDM, Application Integration, Cloud Infrastructure (AWS, Google, Azure), Big Data, RDBMS, Data Management, Data Quality, Data Governance, Data Architecture, Hadoop, Spark, Linux/Unix",Not Specified,140100.00,0.05,Not Specified,,
253,"Product Analyst, Data Science",Not Specified,"Data analysis, Statistical packages (R, SAS, Stata, MATLAB), SQL, Scripting with SQL, ETL flows design, Measurement and statistics, Program evaluation","BA/BS or Master's degree with a quantitative emphasis (Statistics, Computer Science, Engineering, Mathematics, Data Sciences)",140100.00,0.05,Not Specified,,
254,Video / Audio Specialist,Not Specified,"Video editing, Animation, Graphic design, Transcription, Adobe Creative Suite (Photoshop, Premiere Pro), Motion graphics creation, Audio editing, Camera operation, Lighting equipment, Audio equipment, Podcast editing, Final Cut Pro","Skills related to education:, Knowledge of Adobe Creative Suite, Experience with Final Cut Pro",140100.00,0.05,Not Specified,,
255,IT Network Architect,Not Specified,"SDWAN, Datacenter Fabric, Cloud Interconnection, rd Party Connectivity, Network Standards, OSPF and BGP, Datacenter Equipment (Cisco Nexus, ASR Routers, F5), Troubleshooting, IP Networks, SDN Networks (VMware NSX, Cisco ACI, Nokia Nuage), High-Level Design (HLD) Documentation",Not Specified,140100.00,0.05,Not Specified,,
256,Senior Network Architect,Not Specified,"Technical skills:, Architecture, Technology standards, Technical analysis, Proof of concept, Networking design, TCP/UDP, Routing protocols (EIGRP, OSPF, BGP), DNS, SNMP, IP addressing, Satellite networks, Redundant network systems design, Infrastructure sizing, Cisco Nexus switches, SAN switches, Wireless infrastructure, Cisco UCS, F5","Related to education:, Bachelor's Degree in Computer Science or related fields",140100.00,0.05,Not Specified,,
257,"Production Quality Manager, Cabinetry",Not Specified,"Quality Assurance, AS9100, FAA Parts 21 & 121, Part 145, Supplier Quality Management, Continuous Improvement, Root Cause Analysis, Performance Metrics, Data Analysis, Microsoft Office, MRP/ERP Systems",Not Specified,140100.00,0.05,Not Specified,,
258,Plans Examiner- Development Services,Not Specified,"Residential and commercial plans examiner work, Knowledge of applicable building codes, Reviewing plans and plan revisions, Interpreting codes and processes, Coordinating plan reviews with various departments, ICC Building Plans Examiner Certification","Education-Related Skills:, Knowledge acquired through two years of college resulting in an Associate's degree",140100.00,0.05,Not Specified,,
259,WAREHOUSE SUPERVISOR,Not Specified,"Supervision, Training, Coaching, Inventory Management, Documentation, Warehouse Procedures, Problem Solving, Project Management, Forklift Training, Incident Investigations, SSOP Implementation, Computer Skills, Warehouse Management Systems","Skills related to Education:, B.S./B.A. degree in Business Management or Industrial Management",140100.00,0.05,Not Specified,,
260,Identity Architect,Not Specified,Not Specified,Not Specified,140100.00,0.05,Not Specified,,
261,Cloud Architect,Not Specified,"Architecting software for home network devices, Virtual CPE technologies, Understanding of cloud architecture, Thread programming, IPC (Inter-Process Communication), Network protocols in LINUX, Cloud Technologies including AWS","Education-Related Skills:, Understanding of network protocols in LINUX, Cloud Technologies, Virtual CPE technologies",140100.00,0.05,Not Specified,,
262,Messaging / Active Directory Administrator,Not Specified,"Messaging systems, Active Directory, Systems infrastructure, Advanced systems concepts, Data analysis, Technology evaluation, Cost/benefit analysis, New technology evaluation, Network security","Related to Education:, Advanced systems concepts, Network security",140100.00,0.05,Not Specified,,
263,"SAP Cloud Consultant, Google Cloud Professional Services",Not Specified,"SAP Cloud Computing Solutions, SAP HANA, SAP Business Suite and Business Warehouse, SAP Hybris, SAP Business Objects, SAP Sybase, SAP Leonardo Suite, Architecture Design, Infrastructure Migration, Deployment Strategies, Public Cloud Platforms (Google Cloud Platform), Project Management, High Availability, Disaster Recovery, Multi-Tenancy, Scalability, Data Analysis, Troubleshooting",Not Specified,140100.00,0.05,Not Specified,,
264,"Manager, Quality Control",Not Specified,"Quality Control, Fabric Inspections, AQL Audits, Supplier Processes Review, Quality Procedures Definition, Statistical Analysis, Product Testing, Quality Assurance, Production Processes Knowledge",Not Specified,140100.00,0.05,Not Specified,,
265,Plant Systems Specialist,Not Specified,"IT methodologies, Project management, System design, System deployment, SCADA systems, Renewable energy systems, IT/OT network management, Cisco network equipment, Data concentrator and power plant controller equipment, Communication protocols, OSI Soft PI, Energy Management Systems, Meter Data Management System, NERC CIP controls, Technical documentation, Technical drawings, Energy Markets, Independent System Operators, Transmission Operators","Education Related:, -year technical degree in information technology or equivalent experience",140100.00,0.05,Not Specified,,
266,"Research Associate, Primary Research",Not Specified,"Data collection, Data management, Web research, Direct outreach, Email campaign management, Quality assurance, Technology-based tools","Related to Education:, Bachelor's degree",140100.00,0.05,Not Specified,,
